fuente,url,titulo,fecha_publicacion
20 Minutos,https://www.20minutos.es/deportes/noticia/5695745/0/espanyol-atletico-madrid-liga-directo-ultima-hora-resultado-goles-jornada-29/,Se complica la Liga para el Atlético de Madrid tras un empate ante el Espanyol,2025-03-29T15:33:17+01:00
20 Minutos,https://www.20minutos.es/internacional/tragedia-birmania-tailandia-terremoto-deja-ya-muertos-heridos-5695707/,"Tragedia en Birmania y Tailandia por el terremoto, en directo | El seísmo deja más de 1.600 muertos y 3.400 heridos",2025-03-29T08:40:22+01:00
20 Minutos,https://www.20minutos.es/motor/movilidad/freno-motor-profesor-autoescuela-explica-como-hacer-5693261/,¿Qué es el freno de motor? Un profesor de autoescuela explica cómo se debe hacer,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/salud/ejercicios/ejercicio-errores-comunes-segun-entrenadores-fitness-5691424/,El error que muchos cometen al hacer ejercicio según los entrenadores de fitness,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/salud/medicina/que-es-hidrocele-sintomas-causas-tratamientos-5684872/,"Qué es un hidrocele: primeros síntomas, causas y posibles tratamientos",2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/mujer/belleza/long-layered-cut-corte-pelo-largo-eva-longoria-mujeres-50-melena-5687029/,'Long layered cut': el corte de pelo al que se apunta Eva Longoria y es perfecto para mujeres +50 que quieran llevar melena,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/tecnologia/inteligencia-artificial/estas-son-5-carreras-universitarias-que-no-se-deben-estudiar-segun-chatgpt-5695221/,"Estas son las 5 carreras universitarias que no se deben estudiar, según ChatGPT",2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/viajes/destinos/siete-iglesias-ermitas-que-parecen-sacadas-un-cuento-5695586/,Siete iglesias y ermitas que parecen sacadas de un cuento,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/salud/nutricion/cirujano-cardiaco-revela-razones-combinar-aceite-oliva-cocina-otras-alternativas-5671690/,Un cirujano cardiaco revela las razones para combinar el uso del aceite de oliva en la cocina con otras alternativas,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/gastronomia/restaurantes/arzabal-restaurante-escondido-bernabeu-ver-futbolistas-entrenar-5691585/,El restaurante escondido en el Bernabéu donde tomar algo y ver a los futbolistas entrenar,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/cinemania/series/quinta-temporada-solo-asesinatos-edificio-renee-zellweger-oscar-5695577/,La quinta temporada de 'Solo asesinatos en el edificio' suma a otra doble ganadora del Oscar,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/mujer/estar-bien/postura-yoga-silla-dolores-regla-espalda-ansiedad-5686317/,"La postura de yoga que puedes hacer en una silla para combatir los dolores de la regla, la espalda o la ansiedad",2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/viajes/rutas/ruta-senderismo-una-hora-madrid-traslada-capadocia-turca-5688289/,La ruta de senderismo a una hora de Madrid que te traslada a la Capadocia turca,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/cinemania/noticias/nintendo-fecha-estreno-pelicula-basada-legend-of-zelda-5695729/,Nintendo fija fecha de estreno a la película basada en un videojuego más esperada del momento,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/cinemania/noticias/querer-celeste-series-espanolas-conquistan-festival-series-mania-5695736/,El triunfo internacional de 'Querer' y 'Celeste': las series españolas conquistan el festival Séries Mania,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/motor/actualidad/nuevos-concesionarios-byd-regiones-clave-como-madrid-cataluna-aragon-galicia-asturias-valencia-andalucia-5693998/,"Nuevos concesionarios de BYD en regiones clave como Madrid, Cataluña, Aragón, Galicia, Asturias, Valencia o Andalucía",2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/gastronomia/recetas/receta-espinacas-estilo-magrebi-plato-chuparse-dedos-5688600/,"Espinacas al estilo magrebí, un plato divertido para chuparse los dedos",2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/tecnologia/aplicaciones/instagram-programa-acoso-escolar-profesores-espana-caso-santander-5694734/,Instagram lanza un programa contra el acoso escolar: así podrán denunciar los profesores,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/viajes/destinos/pequeno-pueblo-guadalajara-carabias-diez-habitantes-esconde-joya-arquitectonica-5684931/,El pequeño pueblo de Guadalajara con apenas diez habitantes que esconde una joya arquitectónica del siglo XIII,2025-03-29T18:00:00+01:00
20 Minutos,https://www.20minutos.es/internacional/cuatro-personas-heridas-apunaladas-trondheim-noruega-5695783/,"Apuñalamiento múltiple en Noruega: cuatro personas resultan heridas, una de ellas crítica",2025-03-29T17:57:24+01:00
